em_ortsbezüge,em_ortsbezüge_wikidata,wikidata_id,coordinate_location_wikidata,coord_lat,coord_lon
Quedlinburg,Quedlinburg,Q40623,"51.791666666667,11.147222222222",51.791666666667,11.147222222222
Quito (Ecuador),Quito,Q2900,"-0.22,-78.5125",-0.22,-78.5125
Radebeul,Radebeul,Q8762,"51.103333333333,13.67",51.103333333333,13.67
Radomitz (bei Posen),Schmiegel District,Q831221,"52.0092,16.5186",52.0092,16.5186
Rangoon (British Birma),Yangon,Q37995,"16.795,96.16",16.795,96.16
,,,"16.80528,96.15611",16.80528,96.15611
Rangoon (Burma) [...],Yangon,Q37995,"16.795,96.16",16.795,96.16
,,,"16.80528,96.15611",16.80528,96.15611
Rangoon/Rangun (Burma/Birma),Yangon,Q37995,"16.795,96.16",16.795,96.16
,,,"16.80528,96.15611",16.80528,96.15611
Rangun (Rangoon),Yangon,Q37995,"16.795,96.16",16.795,96.16
,,,"16.80528,96.15611",16.80528,96.15611
"Rauenheim (Kreis Großgerau, Großherzogtum Hessen)",Raunheim,Q623474,"50.009722222222,8.45",50.009722222222,8.45
Rawalpindi (Britisch-Indien),Rawalpindi,Q93230,"33.6007,73.0679",33.6007,73.0679
Reading (Pennsylvania),Reading,Q237896,"40.341666666667,-75.926111111111",40.341666666667,-75.926111111111
Recke (Kr. Tecklenburg),Recke,Q182286,"52.37,7.7188888888889",52.37,7.7188888888889
Regensburg,Regensburg,Q2978,"49.016666666666666,12.083333333333334",49.016666666666666,12.083333333333334
"Regierungsbezirk, Ossidinge",Ossidinge,Q2034678,"5.8875,9.1275",5.8875,9.1275
"Region, Gran Chaco",Gran Chaco,Q208347,"-19.1622,-61.4702",-19.1622,-61.4702
"Region, Indischer Archipel",Malay Archipelago,Q208643,"-2.080581841855006,126.54688694172819",-2.080581841855006,126.54688694172819
"Region, Ostafrika",East Africa,Q27407,"-1.300444,36.84726",-1.300444,36.84726
"Region, Phrygien",Phrygia,Q32579,"39,31",39,31
"Region, Südafrika",South Africa,Q258,"-29,24",-29,24
"Region, Tsi-nan fu  (Jinanfu) 濟南府",Jinan Fu,Q11148181,"36.666666666666664,116.98333333333333",36.666666666666664,116.98333333333333
"Region, Zentral-Australien [...]",Central Australia,Q18103669,"-23.7,133.87",-23.7,133.87
Rehoboth (Namibia),Rehoboth,Q700050,"-23.316666666667,17.083333333333",-23.316666666667,17.083333333333
Reichenau (Sachsen),Reichenau,Q27490206,"51.25429,13.95995",51.25429,13.95995
Reinickendorf,Reinickendorf,Q158876,"52.566666666667,13.333333333333",52.566666666667,13.333333333333
Remhagen,Remagen,Q486548,"50.578611111111,7.2305555555556",50.578611111111,7.2305555555556
"Remiremont, (Vosges, Frankreich)",Remiremont,Q504853,"48.016944444444,6.59",48.016944444444,6.59
Remscheid,Remscheid,Q3097,"51.1798706,7.1943544",51.1798706,7.1943544
Rendsburg (Schleswig-Holstein),Rendsburg,Q490457,"54.304444444444,9.6644444444444",54.304444444444,9.6644444444444
Republik Südafrika,South Africa,Q258,"-29,24",-29,24
Republik Südafrika (Land/Region),South Africa,Q258,"-29,24",-29,24
Reudnitz (Leipzig),Reudnitz,Q2146570,"51.3319,12.4014",51.3319,12.4014
Réunion,Réunion,Q17070,"-21.114444444444,55.5325",-21.114444444444,55.5325
Rheinland,Rhineland,Q152243,"50.276989,6.860735",50.276989,6.860735
Rheinregion [...],Rheinregion [...],,,,
"Rhodesia, Mashona-Land",Mashonaland East Province,Q465853,"-17.5,32",-17.5,32
Rhodesien,Zimbabwe,Q954,"-19,30",-19,30
Riberalta,Riberalta,Q941357,"-11.005,-66.066111111111",-11.005,-66.066111111111
Ridgewood (New Jersey),Ridgewood,Q1677925,"40.983888888889,-74.114444444444",40.983888888889,-74.114444444444
Riga,Riga,Q1773,"56.9475,24.106944444444",56.9475,24.106944444444
Riga (russ Gov. Livland),Riga,Q1773,"56.9475,24.106944444444",56.9475,24.106944444444
Riga [...],Riga,Q1773,"56.9475,24.106944444444",56.9475,24.106944444444
Rio de Janeiro,Rio de Janeiro,Q8678,"-22.91111111111111,-43.205555555555556",-22.91111111111111,-43.205555555555556
Rio de Janeiro (Brasilien),Rio de Janeiro,Q41428,"-22.033333333333335,-42.7",-22.033333333333335,-42.7
Rio del Rey-Gebiet (Kamerun),Rio del Rey,Q18210894,"4.51667,8.75",4.51667,8.75
Riobamba (Ecuador),Riobamba,Q478675,"-1.6730555555555555,-78.64833333333333",-1.6730555555555555,-78.64833333333333
Rixdorf,Neukölln,Q169492,"52.481388888889,13.435277777778",52.481388888889,13.435277777778
Rixdorf bei Berlin,Neukölln,Q169492,"52.481388888889,13.435277777778",52.481388888889,13.435277777778
Rom,Rome,Q220,"41.893055555556,12.482777777778",41.893055555556,12.482777777778
Rom (Italien),Rome,Q220,"41.893055555556,12.482777777778",41.893055555556,12.482777777778
Römhild,Römhild,Q535758,"50.383333333333,10.55",50.383333333333,10.55
Rondebosch,Rondebosch,Q3073398,"-33.963333333333,18.476388888889",-33.963333333333,18.476388888889
Rondebusch (vor Capetown),Rondebosch,Q3073398,"-33.963333333333,18.476388888889",-33.963333333333,18.476388888889
Roseires,Er Roseires,Q3055933,"11.863337,34.387746",11.863337,34.387746
Rosenberg o/S,Landkreis Rosenberg O.S.,Q1803415,,,
Rostock,Rostock,Q2861,"54.083333333333,12.133333333333",54.083333333333,12.133333333333
Rostock (?),Rostock,Q2861,"54.083333333333,12.133333333333",54.083333333333,12.133333333333
Rostock (Mecklenburg) [...],Rostock,Q2861,"54.083333333333,12.133333333333",54.083333333333,12.133333333333
Rotterdam,Rotterdam,Q34370,"51.92,4.48",51.92,4.48
Rotterdam (Niederlande),Rotterdam Centraal railway station,Q801388,"51.925,4.469444",51.925,4.469444
Rouen (Frankreich),Rouen,Q30974,"49.443055555556,1.1025",49.443055555556,1.1025
Ruanda,Rwanda,Q1037,"-2,30",-2,30
Ruanda [...],Rwanda,Q1037,"-2,30",-2,30
Rudolstadt (Thüringen),Rudolstadt,Q517107,"50.716944444444,11.3275",50.716944444444,11.3275
Rüngsdorf (bei Godesberg),Rüngsdorf,Q2203983,"50.6839,7.17093",50.6839,7.17093
"S. Ramon (Distr. Itaya, Ost-Peru)",San Ramón Canton,Q1932227,"10.22027778,-84.58888889",10.22027778,-84.58888889
Saadani,Saadani,Q1502686,"-6.05055556,38.7725",-6.05055556,38.7725
Saalburg (Bad Homburg),Saalburg,Q2208961,"50.5025,11.7336",50.5025,11.7336
Saalfeld,Saalfeld,Q155984,"50.650555555556,11.354166666667",50.650555555556,11.354166666667
Saarbrücken,Saarbrücken,Q1724,"49.233333333333,7",49.233333333333,7
Saarlouis (Rheinprovinz),Saarlouis,Q14912,"49.31666666666667,6.75",49.31666666666667,6.75
Sagan,Żagań,Q158459,"51.616666666667,15.316666666667",51.616666666667,15.316666666667
Saigon,Ho Chi Minh City,Q1854,"10.775555555555556,106.70194444444445",10.775555555555556,106.70194444444445
Saint Kitts (West Indies),Saint Kitts,Q204989,"17.319722,-62.747222",17.319722,-62.747222
"Saipan (Marianen-Inseln), 1899-1906",Saipan,Q51679,"15.183333333333,145.75",15.183333333333,145.75
Sakarre [...],Sakarre,Q65035045,"-4.9833333333333,38.433333333333",-4.9833333333333,38.433333333333
Salem,Salem,Q54140,"42.516845,-70.898503",42.516845,-70.898503
"Salisbury (Harare, Zimbabwe)",Harare,Q3921,"-17.829166666667,31.052222222222",-17.829166666667,31.052222222222
Salisbury (Südafrika),Salisbury Island,Q32014942,"-29.885833333333,31.049722222222",-29.885833333333,31.049722222222
Salomon-Inseln,Solomon Islands,Q148966,"-8,159",-8,159
,,,"-8,159",-8,159
Salomon-Inseln [...],Solomon Islands,Q148966,"-8,159",-8,159
,,,"-8,159",-8,159
Salomonen,Solomon Islands,Q685,"-9.4666666666667,159.81666666667",-9.4666666666667,159.81666666667
Salta,Salta,Q36307,"-24.788333333333,-65.410555555556",-24.788333333333,-65.410555555556
Salzburg (Österreich),Salzburg,Q34713,"47.8,13.045",47.8,13.045
Samarang,Semarang,Q11025,"-6.99,110.4225",-6.99,110.4225
Samarkand [...],Samarkand,Q5753,"39.65472222222222,66.97583333333333",39.65472222222222,66.97583333333333
Sambesi,Zambezi River,Q43106,"-11.3702,24.3083",-11.3702,24.3083
,,,"-18.570555555555554,36.47027777777778",-18.570555555555554,36.47027777777778
Samoa,Samoa,Q683,"-13.745,-172.2175",-13.745,-172.2175
Samoa (?),Samoa,Q683,"-13.745,-172.2175",-13.745,-172.2175
San Agustin (Kolumbien),San Agustín,Q1010129,"1.8791666666667,-76.268333333333",1.8791666666667,-76.268333333333
San Francisco,San Francisco,Q62,"37.775,-122.41944444444445",37.775,-122.41944444444445
San Francisco (Kalifornien),San Francisco,Q62,"37.775,-122.41944444444445",37.775,-122.41944444444445
San Francisco (Vereinigte Staaten USA),San Francisco,Q62,"37.775,-122.41944444444445",37.775,-122.41944444444445
San José,San Jose,Q16553,"37.304166666667,-121.87277777778",37.304166666667,-121.87277777778
San José (Costa Rica) [...],San José,Q3070,"9.932738888888888,-84.07961388888889",9.932738888888888,-84.07961388888889
San José de Costa Rica,San José,Q3070,"9.932738888888888,-84.07961388888889",9.932738888888888,-84.07961388888889
"San Pedro de Riobamba (Ecuador, Provinz Chimborazo)",Riobamba,Q478675,"-1.6730555555555555,-78.64833333333333",-1.6730555555555555,-78.64833333333333
San Pedro Sula,San Pedro Sula,Q274584,"15.505322222222222,-88.02508333333333",15.505322222222222,-88.02508333333333
"San Ramon (Itaya Distrikt, Ost-Peru)",San Ramón District,Q6320495,"-11.1239179,-75.359602",-11.1239179,-75.359602
San Salvador,San Salvador,Q3110,"13.697597222222223,-89.19115555555555",13.697597222222223,-89.19115555555555
Sankt Gallen,St. Gallen,Q25607,"47.423333333333,9.3772222222222",47.423333333333,9.3772222222222
Sankt Petersburg,Saint Petersburg,Q656,"59.95,30.316666666667",59.95,30.316666666667
Sankt Petersburg (?),Saint Petersburg,Q656,"59.95,30.316666666667",59.95,30.316666666667
Sankt Petersburg (Russland),Saint Petersburg,Q656,"59.95,30.316666666667",59.95,30.316666666667
"Sankt Petersburg (Russland), 1897 - 1902 [...]",Saint Petersburg,Q656,"59.95,30.316666666667",59.95,30.316666666667
"Sankt Petersburg, Absolvent an der Universität",Saint Petersburg,Q656,"59.95,30.316666666667",59.95,30.316666666667
Sansibar,Zanzibar Islands,Q1774,"-5.9,39.3",-5.9,39.3
Sansibar (Zanzibar),Zanzibar Islands,Q1774,"-5.9,39.3",-5.9,39.3
Santa Cruz de la Sierra (Bolivien),Santa Cruz de la Sierra,Q170688,"-17.789166666667,-63.1975",-17.789166666667,-63.1975
Santa Cruz del Eje,Cruz del Eje,Q1016873,"-30.733333333333,-64.8",-30.733333333333,-64.8
Santa Rosa (Californien),Santa Rosa,Q212991,"38.448611111111,-122.70472222222",38.448611111111,-122.70472222222
Santiago de Chile,Santiago,Q2887,"-33.4375,-70.65",-33.4375,-70.65
"São Luíz de Cáceres (Matto Grosso, Brasilien)",Mato Grosso,Q42824,"-12.833333333333334,-56.31666666666667",-12.833333333333334,-56.31666666666667
Sao Paulo (Brasilien),São Paulo,Q174,"-23.550394444444,-46.633947222222",-23.550394444444,-46.633947222222
Sao Paulo de Loanda (Angola),Luanda,Q3897,"-8.838333333333333,13.234444444444444",-8.838333333333333,13.234444444444444
Saparua und Harauka [...],Saparua Island,Q1584814,"-3.554167,128.666667",-3.554167,128.666667
"Sarawak (brit. Kolonie, heute Teil Malaysias)",Sarawak,Q170462,"2.5,113",2.5,113
Sargstedt bei Halberstadt [...],Sargstedt,Q698230,"51.939166666667,10.986944444444",51.939166666667,10.986944444444
Schigatini,Shigatini,Q20623097,,,
Schimonoseki (Japan),Shimonoseki,Q203308,"33.95788888888889,130.94133333333335",33.95788888888889,130.94133333333335
"Schivelbein (Hinterpommern), heute Swidwin/Polen",Świdwin,Q387406,"53.77444444444444,15.776666666666667",53.77444444444444,15.776666666666667
Schleswig,Schleswig,Q501661,"54.515277777778,9.5697222222222",54.515277777778,9.5697222222222
Schleuringen (i. Thüringen),Schleusingen,Q504914,"50.51165,10.75055",50.51165,10.75055
Schloss Friedersdorf (Krs. Lauban in Schlesien),Biedrzychowice palace,Q11814913,"51.045906,15.374647",51.045906,15.374647
Schloss Rohrbach bei Weistrach,Schloss Rohrbach,Q37823340,"48.0682,14.56838",48.0682,14.56838
Schloss Scharfeneck (Grafschaft Glatz / Schlesien),Sarny Palace,Q18423847,"50.547064722222224,16.46277472222222",50.547064722222224,16.46277472222222
Schloss Waltershausen bei Saal / a.d. Saale,Waltershausen Castle,Q41331488,"50.3385405303893,10.3841747181639",50.3385405303893,10.3841747181639
Schlossgut Ast (Bayern),Schloss Ast,Q41229775,"48.48288,12.08903",48.48288,12.08903
Schmargendorf (bei Berlin),Schmargendorf,Q641689,"52.4772,13.2881",52.4772,13.2881
Schmolz (b. Breslau),Smolec,Q1447731,"51.07322,16.88221",51.07322,16.88221
Schoeneberg (bei Berlin),Schöneberg,Q313189,"52.483055555556,13.349722222222",52.483055555556,13.349722222222
Schönau (Sachsen),Schönau,Q1069555,"50.8208,12.8764",50.8208,12.8764
Schöneberg (bei Berlin),Schöneberg,Q313189,"52.483055555556,13.349722222222",52.483055555556,13.349722222222
Schöneberg (bei Berlin) [...],Schöneberg,Q313189,"52.483055555556,13.349722222222",52.483055555556,13.349722222222
Schönholz,Berlin-Schönholz,Q821133,"52.5748,13.3822",52.5748,13.3822
Schöningen bei Braunschweig,Schöningen,Q628304,"52.13802,10.96745",52.13802,10.96745
Schönshausen (Altmark),Schönhausen (Elbe),Q59974,"52.578611111111,12.039722222222",52.578611111111,12.039722222222
Schotteck bei Bremen,Villa Schotteck,Q41530469,"53.16293,8.66663",53.16293,8.66663
Schreiberhau (Schlesien) [...],Szklarska Poręba,Q186495,"50.82567,15.52274",50.82567,15.52274
Schridlau (Westpreußen),Berent,Q1521929,,,
Schuckmannsburg (Caprivi-Zipfel),Luhonono,Q2167000,"-17.55,24.833333333333",-17.55,24.833333333333
Schwäbisch Hall,Schwäbisch Hall,Q14910,"49.112222222222,9.7375",49.112222222222,9.7375
Schwäbisch-Gmünd,Schwäbisch Gmünd,Q4037,"48.8,9.8",48.8,9.8
Schweisnitz,Świdnica,Q387396,"50.84378,16.48859",50.84378,16.48859
Schwerin,Schwerin,Q1709,"53.62888888888889,11.415",53.62888888888889,11.415
Schwerin (bei),Schwerin,Q564340,"52.149722222222,13.633055555556",52.149722222222,13.633055555556
"Schwiebus, Kr. Züllichau (Neumark)",Świebodzin,Q387463,"52.25,15.533333333333",52.25,15.533333333333
Schwina,Svinov,Q12057619,"50.1006,12.9822",50.1006,12.9822
Seattle (Washington),Seattle,Q5083,"47.605,-122.33",47.605,-122.33
Seckenheim bei Mannheim,Seckenheim,Q2263743,"49.466361111111,8.5643111111111",49.466361111111,8.5643111111111
Semarang (Samerang),Semarang,Q11025,"-6.99,110.4225",-6.99,110.4225
Sendshirli (Sendschirli),Zincirli,Q204286,"37.10388889,36.67638889",37.10388889,36.67638889
Seoul (Südkorea),Seoul,Q8684,"37.56,126.99",37.56,126.99
Sepik,Sepik,Q62556769,"-4.110977,142.883682",-4.110977,142.883682
Sepik (Neuguinea),Sepik,Q62556769,"-4.110977,142.883682",-4.110977,142.883682
Shanghai,Shanghai,Q8686,"31.232222222222223,121.46916666666667",31.232222222222223,121.46916666666667
Shanghai (China),Shanghai,Q8686,"31.232222222222223,121.46916666666667",31.232222222222223,121.46916666666667
Siam,Siam,Q1081620,"13.75,100.51666666666667",13.75,100.51666666666667
Siam (Thailand),Siam,Q1081620,"13.75,100.51666666666667",13.75,100.51666666666667
Siam (Thailand) [...],Siam,Q1081620,"13.75,100.51666666666667",13.75,100.51666666666667
Sibirien,Siberia,Q5428,"60,105",60,105
Sibirien (Amur-Gebiet),Amur River,Q6862,"52.9911,141.0467",52.9911,141.0467
,,,"53.3333,121.4814",53.3333,121.4814
Sibirien (Grenzregion zu China),Amur River,Q6862,"52.9911,141.0467",52.9911,141.0467
,,,"53.3333,121.4814",53.3333,121.4814
Sibirien [...],Siberia,Q5428,"60,105",60,105
Siegen,Siegen,Q3167,"50.875555555556,8.0166666666667",50.875555555556,8.0166666666667
Sielbeck,Sielbeck,Q96440228,"54.1799444444444,10.6233888888889",54.1799444444444,10.6233888888889
Sierra Leone,Sierra Leone,Q1044,"8.5,-12.1",8.5,-12.1
Sigrampur,Singrampur,Q7524162,"23.549444444444,79.800277777778",23.549444444444,79.800277777778
Sikkim,Sikkim,Q1505,"27.55,88.5",27.55,88.5
Simbabwe,Zimbabwe,Q954,"-19,30",-19,30
Simbabwe [...],Zimbabwe,Q954,"-19,30",-19,30
Singapore,Singapore,Q334,"1.3,103.8",1.3,103.8
Singapur,Singapore,Q334,"1.3,103.8",1.3,103.8
Singapur (Singapore),Singapore,Q334,"1.3,103.8",1.3,103.8
Singapur [...],Singapore,Q334,"1.3,103.8",1.3,103.8
Singapure,Singapore,Q334,"1.3,103.8",1.3,103.8
Sioux,Great Sioux Reservation,Q5599966,"42.98,-102.62",42.98,-102.62
Smith Sound (Kanada) [...],Smith Sound,Q7545321,"48.1575,-53.69638889",48.1575,-53.69638889
Smyrna (Izmir),İzmir,Q35997,"38.41273,27.13838",38.41273,27.13838
Soerabaja (Soerabaya),Surabaya,Q11462,"-7.246283611111111,112.73776722222222",-7.246283611111111,112.73776722222222
"Soerabaja/Malang (Java, Indonesien)",Surabaya,Q11462,"-7.246283611111111,112.73776722222222",-7.246283611111111,112.73776722222222
Soerabaya (Surabaya),Surabaya,Q11462,"-7.246283611111111,112.73776722222222",-7.246283611111111,112.73776722222222
Soest,Soest,Q6149,"51.571111111111,8.1091666666667",51.571111111111,8.1091666666667
Sofia,Sofia,Q472,"42.697886,23.321726",42.697886,23.321726
Sommerstedt,Sommersted,Q3015122,"55.32,9.3094",55.32,9.3094
Sonora (Mexiko),Sonora,Q46422,"29.833333333333332,-110.95",29.833333333333332,-110.95
Sooß bei Baden (Niederösterreich),Sooß,Q678477,"47.984722222222,16.215",47.984722222222,16.215
Sosnowiec (?),Sosnowiec,Q105060,"50.3,19.166666666667",50.3,19.166666666667
,,,"50.2711,19.1946",50.2711,19.1946
Southampton,Southampton,Q79848,"50.906666666666666,-1.4044444444444444",50.906666666666666,-1.4044444444444444
Spandau,Spandau,Q158083,"52.55,13.2",52.55,13.2
Springe,Springe,Q622891,"52.21666666666667,9.55",52.21666666666667,9.55
"Springfield (Ohio, Vereinigte Staaten (USA))",Springfield,Q40325,"39.926944444444,-83.804166666667",39.926944444444,-83.804166666667
Sprottau,Szprotawa,Q165066,"51.5642711,15.5358871",51.5642711,15.5358871
Srassburg [...],Strasbourg,Q6602,"48.573333333333,7.7522222222222",48.573333333333,7.7522222222222
Sri Lanka (Ceylon),Sri Lanka,Q854,"7,81",7,81
Srindagar (Kashmir),Srinagar,Q170115,"34.091111111111,74.806111111111",34.091111111111,74.806111111111
St. Gallen (Schweiz),St. Gallen,Q25607,"47.423333333333,9.3772222222222",47.423333333333,9.3772222222222
St. Joseph de Nolala,Urundi Residency,Q31317604,,,
St. Petersburg,Saint Petersburg,Q656,"59.95,30.316666666667",59.95,30.316666666667
St. Petersburg (Florida),St. Petersburg,Q49236,"27.773055555556,-82.64",27.773055555556,-82.64
St. Thomas,Saint Thomas,Q463937,"18.333333333333,-64.916666666667",18.333333333333,-64.916666666667
,,,"18.35329,-64.93653",18.35329,-64.93653
Sta. Cruz de Tenerife,Santa Cruz de Tenerife,Q14328,"28.466666666667,-16.25",28.466666666667,-16.25
Stabelwitz (bei Breslau),Stablowice,Q11836141,"51.153287,16.882744",51.153287,16.882744
Stade,Stade,Q6949,"53.600833333333,9.4763888888889",53.600833333333,9.4763888888889
"Stadt, Bad Muskau",Bad Muskau,Q165131,"51.549722222222,14.72",51.549722222222,14.72
"Stadt, Berlin",Berlin,Q64,"52.516666666667,13.383333333333",52.516666666667,13.383333333333
"Stadt, Jauernig",Javorník,Q1025158,"50.390785886776,17.002798599818",50.390785886776,17.002798599818
"Stadt, Jauernig [...]",Javorník,Q1025158,"50.390785886776,17.002798599818",50.390785886776,17.002798599818
"Stadt, Katharein",Katharein,Q27659692,"49.80469,18.50781",49.80469,18.50781
"Stadt, Kisaki [...]",Kisaki,Q1000024,"-7.45666667,37.60583333",-7.45666667,37.60583333
"Stadt, Kobe",Kobe,Q48320,"34.69016666666667,135.19544444444443",34.69016666666667,135.19544444444443
"Stadt, Medan",Medan,Q5972,"3.589444444444444,98.67388888888888",3.589444444444444,98.67388888888888
"Stadt, Nara",Nara,Q169134,"34.685,135.8047777777778",34.685,135.8047777777778
"Stadt, Piracicaba",Piracicaba,Q330175,"-22.725165,-47.6493269",-22.725165,-47.6493269
"Stadt, Potosi in Bolivien (Anden)",Potosí,Q35045,"-19.589166666666667,-65.75333333333333",-19.589166666666667,-65.75333333333333
"Stadt, Potsdam",Potsdam,Q1711,"52.4,13.066666666667",52.4,13.066666666667
"Stadt, Qingdao 青岛, Qīngdǎo (Tsingtao)",Qingdao,Q170322,"36.116666666667,120.4",36.116666666667,120.4
"Stadt, St. Louis",St. Louis,Q38022,"38.62638888888889,-90.19944444444444",38.62638888888889,-90.19944444444444
"Stadt, Stettin, Zuordnung unsicher",Szczecin,Q393,"53.424722222222,14.555277777778",53.424722222222,14.555277777778
"Stadt, Strasbourg, Frankreich",Strasbourg,Q6602,"48.573333333333,7.7522222222222",48.573333333333,7.7522222222222
"Stadt, Tokio",Tokyo,Q1490,"35.68944444444445,139.69166666666666",35.68944444444445,139.69166666666666
"Stadt, Wellington",Wellington City,Q47037646,"-41.253,174.75424",-41.253,174.75424
"Stadtteil, Altona",Altona,Q1630,"53.55,9.9333",53.55,9.9333
"Stadtteil, Bergedorf",Bergedorf,Q2384,"53.483333333333,10.216666666667",53.483333333333,10.216666666667
"Stadtteil, Charlottenburg",Charlottenburg,Q162049,"52.516666666667,13.3",52.516666666667,13.3
"Stadtteil, Dahlem",Dahlem,Q700541,"52.458055555556,13.2875",52.458055555556,13.2875
"Stadtteil, Ealing",Ealing,Q83726,"51.5111,-0.3058",51.5111,-0.3058
"Stadtteil, Friedenau",Friedenau,Q692390,"52.472222,13.327778",52.472222,13.327778
"Stadtteil, Friedenau [...]",Friedenau,Q692390,"52.472222,13.327778",52.472222,13.327778
"Stadtteil, Frohnau",Frohnau,Q641467,"52.63333333333333,13.29",52.63333333333333,13.29
"Stadtteil, Geestemünde",Geestemünde,Q1497751,"53.53344444444444,8.592055555555556",53.53344444444444,8.592055555555556
"Stadtteil, Grunewald",Grunewald,Q2874431,"52.483333333333,13.266666666667",52.483333333333,13.266666666667
"Stadtteil, Grunewald [...]",Grunewald,Q2874431,"52.483333333333,13.266666666667",52.483333333333,13.266666666667
"Stadtteil, Halensee",Halensee,Q651009,"52.498083,13.296278",52.498083,13.296278
"Stadtteil, Halensee [...]",Halensee,Q651009,"52.498083,13.296278",52.498083,13.296278
"Stadtteil, Lankwitz [...]",Lankwitz,Q671474,"52.4333,13.35",52.4333,13.35
"Stadtteil, Lichtenrade",Lichtenrade,Q821101,"52.4,13.4",52.4,13.4
"Stadtteil, Lichterfelde",Lichterfelde,Q155211,"52.4428,13.295666666666667",52.4428,13.295666666666667
"Stadtteil, Lichterfelde [...]",Lichterfelde,Q155211,"52.4428,13.295666666666667",52.4428,13.295666666666667
"Stadtteil, Lichterfelde-West",Lichterfelde West,Q9299064,"52.4361,13.2953",52.4361,13.2953
"Stadtteil, Marienfelde",Marienfelde,Q695777,"52.4167,13.3667",52.4167,13.3667
"Stadtteil, Schmagendorf",Schmargendorf,Q641689,"52.4772,13.2881",52.4772,13.2881
"Stadtteil, South Kensington",South Kensington,Q1045096,"51.4912,-0.1769",51.4912,-0.1769
"Stadtteil, St. Pauli",St. Pauli,Q1556,"53.556944444444,9.9638888888889",53.556944444444,9.9638888888889
"Stadtteil, Weißensee",Weißensee,Q675164,"52.55,13.46666667",52.55,13.46666667
"Stadtteil, Wilmersdorf",Wilmersdorf,Q693628,"52.483333333333,13.316666666667",52.483333333333,13.316666666667
"Station (Forschung), Bismarckburg",Bismarckburg,Q25392478,"8.1772,0.687",8.1772,0.687
"Station (Forschung), Jaunde [...]",Yaoundé,Q3808,"3.8577777777778,11.518055555556",3.8577777777778,11.518055555556
"Station (Polizei/Militär), Bukoma",Bukoma,Q4986997,"0.07,33.95",0.07,33.95
"Station (Polizei/Militär), Deutsch-Binder","Station (Polizei/Militär), Deutsch-Binder",,,,
"Station (Polizei/Militär), Ebolova",Ebolowa,Q910616,"2.9166666666667,11.15",2.9166666666667,11.15
"Station (Polizei/Militär), Johann-Albrechts-Höhe [...]",Johann-Albrechts-Feste,Q98834734,,,
"Station (Polizei/Militär), Kete-Hedwigswart",Kete Krachi,Q1739861,"7.8,-0.0166667",7.8,-0.0166667
"Station (Polizei/Militär), Kete-Kratschi [...]",Kete Krachi,Q1739861,"7.8,-0.0166667",7.8,-0.0166667
"Station (Polizei/Militär), Kilimatinde [...]",Kilimatinde,Q6406979,"-5.85,34.95",-5.85,34.95
"Station (Polizei/Militär), Lokodé",Sokodé,Q845097,"8.9833333333333,1.1333333333333",8.9833333333333,1.1333333333333
"Station (Polizei/Militär), Misahöhe",Missahoé,Q1938935,"6.95,0.58333333",6.95,0.58333333
"Station (Polizei/Militär), Muansa",Muansa District,Q33875870,,,
"Station (Polizei/Militär), Ujiji (Udjidji)",Ujiji,Q526169,"-4.9166666666667,29.683333333333",-4.9166666666667,29.683333333333
"Station (Polizei/Militär), Usumbura [...]",Usumbura District,Q34345921,,,
Stawropol (Kaukasus),Stavropol,Q5206,"45.05,41.983333333333",45.05,41.983333333333
Steglitz,Steglitz,Q700211,"52.466666666667,13.333333333333",52.466666666667,13.333333333333
Steglitz (bei Berlin),Steglitz,Q700211,"52.466666666667,13.333333333333",52.466666666667,13.333333333333
Steinau/ Od.,Ścinawa,Q387095,"51.41652777777778,16.42597222222222",51.41652777777778,16.42597222222222
Stephansort (Papua-Neuguinea / Kaiser-Wilhelms-Land),Stephansort,Q326378,"-5.444525,145.744371",-5.444525,145.744371
Stettin,Szczecin,Q393,"53.424722222222,14.555277777778",53.424722222222,14.555277777778
"Stettin (heute Szczecin, Polen)",Szczecin,Q393,"53.424722222222,14.555277777778",53.424722222222,14.555277777778
Steyl,Steyl,Q1616209,"51.3333,6.1222",51.3333,6.1222
Steyl (Niederlande),Steyl,Q1616209,"51.3333,6.1222",51.3333,6.1222
Stockach (Baden),Stockach,Q61752,"47.851388888889,9.0113888888889",47.851388888889,9.0113888888889
Stockholm,Stockholm,Q1754,"59.329444444444,18.068611111111",59.329444444444,18.068611111111
Stockholm (Schweden),Stockholm,Q1754,"59.329444444444,18.068611111111",59.329444444444,18.068611111111
Stone Town (Sansibar),Stone Town,Q844417,"-6.1649444444444,39.198788888889",-6.1649444444444,39.198788888889
Stralsund,Stralsund,Q4065,"54.30916666666667,13.081944444444444",54.30916666666667,13.081944444444444
Straßburg,Strasbourg,Q6602,"48.573333333333,7.7522222222222",48.573333333333,7.7522222222222
Straßburg [...],Strasbourg,Q6602,"48.573333333333,7.7522222222222",48.573333333333,7.7522222222222
Straßburg i. E.,Strasbourg,Q6602,"48.573333333333,7.7522222222222",48.573333333333,7.7522222222222
"Straßburg, Elsaß",Strasbourg,Q6602,"48.573333333333,7.7522222222222",48.573333333333,7.7522222222222
Straßburg/Elsass,Strasbourg,Q6602,"48.573333333333,7.7522222222222",48.573333333333,7.7522222222222
Straßburg/Elsass [...],Strasbourg,Q6602,"48.573333333333,7.7522222222222",48.573333333333,7.7522222222222
